id_venta,producto,precio,cantidad,fecha_venta,categoria
1418,Cafetera,$91.72,12,31/05/2024,Electrodomésticos
2659,Proyector,$75.90,3,31/05/2024,Electrónica
2745,Auriculares,$70.62,7,31/05/2024,Electrónica
2842,Televisor,$38.35,5,31/05/2024,Electrónica
2995,Laptop,$119.04,6,31/05/2024,Electrónica
376,Cortinas,$106.27,2,01/06/2024,Decoración
530,Adorno de pared,$82.65,5,01/06/2024,Decoración
1040,Plancha de vapor,$49.22,2,01/06/2024,Electrodomésticos
1929,Batidora,$92.87,10,01/06/2024,Electrodomésticos
2481,Parlantes Bluetooth,$79.70,8,01/06/2024,Electrónica
2929,Proyector,$115.45,7,01/06/2024,Electrónica
160,Adorno de pared,$33.27,12,02/06/2024,Decoración
253,Espejo decorativo,$92.77,5,02/06/2024,Decoración
334,Jarrón decorativo,$84.95,12,02/06/2024,Decoración
378,Rincón de plantas,$37.90,10,02/06/2024,Decoración
459,Lámpara de mesa,$101.54,4,02/06/2024,Decoración
524,Jarrón decorativo,$40.32,4,02/06/2024,Decoración
1003,Microondas,$84.24,9,02/06/2024,Electrodomésticos
1051,Freidora eléctrica,$82.08,8,02/06/2024,Electrodomésticos
1076,Secadora,$77.29,4,02/06/2024,Electrodomésticos
1476,Secadora,$73.14,6,02/06/2024,Electrodomésticos
1552,Heladera,$54.63,5,02/06/2024,Electrodomésticos
1602,Heladera,$48.35,9,02/06/2024,Electrodomésticos
1664,Aspiradora,$69.63,12,02/06/2024,Electrodomésticos
1822,Heladera,$56.36,12,02/06/2024,Electrodomésticos
2046,Laptop,$34.09,6,02/06/2024,Electrónica
2126,Laptop,$107.26,4,02/06/2024,Electrónica
1082,Heladera,$107.48,12,03/06/2024,Electrodomésticos
1327,Horno eléctrico,$75.85,2,03/06/2024,Electrodomésticos
1370,Plancha de vapor,$115.60,10,03/06/2024,Electrodomésticos
1923,Microondas,$97.54,4,03/06/2024,Electrodomésticos
2055,Auriculares,$104.83,9,03/06/2024,Electrónica
2207,Cámara digital,$110.08,4,03/06/2024,Electrónica
992,Cuadro decorativo,$52.42,3,04/06/2024,Decoración
1063,Microondas,$108.39,12,04/06/2024,Electrodomésticos
1518,Cafetera,$46.70,2,04/06/2024,Electrodomésticos
1563,Microondas,$111.61,2,04/06/2024,Electrodomésticos
2017,Cámara digital,$54.04,8,04/06/2024,Electrónica
2468,SmartWatch,$54.55,11,04/06/2024,Electrónica
2807,Cámara digital,$44.43,6,04/06/2024,Electrónica
433,Espejo decorativo,$86.28,10,05/06/2024,Decoración
1199,Batidora,$58.03,10,05/06/2024,Electrodomésticos
1227,Horno eléctrico,$49.61,2,05/06/2024,Electrodomésticos
1334,Aspiradora,$43.21,7,05/06/2024,Electrodomésticos
1347,Horno eléctrico,$94.85,7,05/06/2024,Electrodomésticos
1382,Microondas,$94.28,9,05/06/2024,Electrodomésticos
740,Adorno de pared,$103.19,9,06/06/2024,Decoración
766,Cortinas,$90.10,8,06/06/2024,Decoración
890,Adorno de pared,$91.85,6,06/06/2024,Decoración
1030,Plancha de vapor,$66.69,1,06/06/2024,Electrodomésticos
1127,Horno eléctrico,$66.32,6,06/06/2024,Electrodomésticos
1297,Horno eléctrico,$35.93,12,06/06/2024,Electrodomésticos
1888,Cafetera,$44.54,4,06/06/2024,Electrodomésticos
2040,Consola de videojuegos,$43.95,11,06/06/2024,Electrónica
2674,Tablet,$116.52,3,06/06/2024,Electrónica
66,Cortinas,$46.14,2,07/06/2024,Decoración
257,Elementos de cerámica,$108.40,7,07/06/2024,Decoración
296,Cortinas,$90.57,2,07/06/2024,Decoración
333,Espejo decorativo,$73.58,5,07/06/2024,Decoración
2624,Tablet,$122.97,2,07/06/2024,Electrónica
2750,Consola de videojuegos,$38.97,9,07/06/2024,Electrónica
2854,Tablet,$56.11,7,07/06/2024,Electrónica
648,Rincón de plantas,$78.47,6,08/06/2024,Decoración
686,Cortinas,$115.02,12,08/06/2024,Decoración
910,Adorno de pared,$47.55,3,08/06/2024,Decoración
1075,Lavadora,$31.90,5,08/06/2024,Electrodomésticos
1474,Aspiradora,$91.09,11,08/06/2024,Electrodomésticos
1729,Batidora,$72.01,9,08/06/2024,Electrodomésticos
1735,Lavadora,$111.42,7,08/06/2024,Electrodomésticos
1870,Plancha de vapor,$29.65,11,08/06/2024,Electrodomésticos
2138,SmartWatch,$27.36,4,08/06/2024,Electrónica
2308,SmartWatch,$105.89,9,08/06/2024,Electrónica
2321,Parlantes Bluetooth,$47.14,5,08/06/2024,Electrónica
2957,Cámara digital,$37.59,6,08/06/2024,Electrónica
28,Rincón de plantas,$54.26,10,09/06/2024,Decoración
1179,Batidora,$123.86,3,09/06/2024,Electrodomésticos
1276,Secadora,$65.45,12,09/06/2024,Electrodomésticos
2105,Auriculares,$46.74,12,09/06/2024,Electrónica
1120,Plancha de vapor,$30.67,7,10/06/2024,Electrodomésticos
2292,Televisor,$39.53,12,10/06/2024,Electrónica
2418,SmartWatch,$46.80,3,10/06/2024,Electrónica
2601,Parlantes Bluetooth,$121.98,7,10/06/2024,Electrónica
637,Elementos de cerámica,$44.23,4,11/06/2024,Decoración
810,Adorno de pared,$105.57,7,11/06/2024,Decoración
1437,Horno eléctrico,$80.12,8,11/06/2024,Electrodomésticos
1720,Plancha de vapor,$81.86,12,11/06/2024,Electrodomésticos
2065,Auriculares,$108.07,10,11/06/2024,Electrónica
2235,Auriculares,$74.81,12,11/06/2024,Electrónica
2458,SmartWatch,$58.95,9,11/06/2024,Electrónica
2552,Televisor,$122.59,7,11/06/2024,Electrónica
2819,Proyector,$80.92,8,11/06/2024,Electrónica
2859,Proyector,$62.35,3,11/06/2024,Electrónica
2955,Auriculares,$106.03,7,11/06/2024,Electrónica
297,Elementos de cerámica,$73.17,10,12/06/2024,Decoración
771,Lámpara de mesa,$51.51,2,12/06/2024,Decoración
1154,Aspiradora,$95.11,4,12/06/2024,Electrodomésticos
1662,Microondas,$33.73,1,12/06/2024,Electrodomésticos
2084,Tablet,$26.85,9,12/06/2024,Electrónica
2164,Tablet,$66.02,8,12/06/2024,Electrónica
2256,Laptop,$37.57,4,12/06/2024,Electrónica
2746,Laptop,$58.49,7,12/06/2024,Electrónica
191,Lámpara de mesa,$60.73,1,13/06/2024,Decoración
350,Adorno de pared,$79.48,12,13/06/2024,Decoración
824,Jarrón decorativo,$91.89,8,13/06/2024,Decoración
982,Cuadro decorativo,$34.89,10,13/06/2024,Decoración
1246,Secadora,$60.94,6,13/06/2024,Electrodomésticos
2344,Tablet,$71.59,5,13/06/2024,Electrónica
2740,Consola de videojuegos,$88.36,5,13/06/2024,Electrónica
2754,Tablet,$61.60,3,13/06/2024,Electrónica
90,Adorno de pared,$119.30,2,14/06/2024,Decoración
764,Jarrón decorativo,$45.94,10,14/06/2024,Decoración
1992,Microondas,$120.02,12,14/06/2024,Electrodomésticos
2123,Smartphone,$32.32,6,14/06/2024,Electrónica
2377,Cámara digital,$107.92,9,14/06/2024,Electrónica
2568,SmartWatch,$85.17,5,14/06/2024,Electrónica
2728,SmartWatch,$87.88,2,14/06/2024,Electrónica
2811,Parlantes Bluetooth,$116.91,7,14/06/2024,Electrónica
208,Rincón de plantas,$107.88,10,15/06/2024,Decoración
1091,Freidora eléctrica,$70.60,7,15/06/2024,Electrodomésticos
1535,Lavadora,$113.28,10,15/06/2024,Electrodomésticos
2014,Tablet,$76.90,8,15/06/2024,Electrónica
2026,Laptop,$59.48,6,15/06/2024,Electrónica
143,Espejo decorativo,$101.88,9,16/06/2024,Decoración
187,Elementos de cerámica,$57.19,8,16/06/2024,Decoración
712,Cuadro decorativo,$103.02,2,16/06/2024,Decoración
1990,Plancha de vapor,$113.42,3,16/06/2024,Electrodomésticos
2349,Proyector,$68.09,8,16/06/2024,Electrónica
2896,Laptop,$79.86,4,16/06/2024,Electrónica
485,Alfombra,$113.90,2,17/06/2024,Decoración
534,Jarrón decorativo,$32.38,5,17/06/2024,Decoración
767,Elementos de cerámica,$40.69,11,17/06/2024,Decoración
1560,Plancha de vapor,$63.13,9,17/06/2024,Electrodomésticos
261,Lámpara de mesa,$124.14,7,18/06/2024,Decoración
344,Jarrón decorativo,$67.71,1,18/06/2024,Decoración
358,Rincón de plantas,$63.41,7,18/06/2024,Decoración
625,Alfombra,$124.91,3,18/06/2024,Decoración
1288,Cafetera,$124.44,2,18/06/2024,Electrodomésticos
2765,Auriculares,$63.93,8,18/06/2024,Electrónica
777,Elementos de cerámica,$62.21,1,19/06/2024,Decoración
1069,Batidora,$87.99,1,19/06/2024,Electrodomésticos
1244,Aspiradora,$103.91,4,19/06/2024,Electrodomésticos
1428,Cafetera,$63.53,11,19/06/2024,Electrodomésticos
1722,Microondas,$31.78,3,19/06/2024,Electrodomésticos
2120,Consola de videojuegos,$99.63,6,19/06/2024,Electrónica
2455,Auriculares,$91.06,3,19/06/2024,Electrónica
388,Rincón de plantas,$80.35,12,20/06/2024,Decoración
1018,Cafetera,$121.43,1,20/06/2024,Electrodomésticos
1628,Cafetera,$30.58,2,20/06/2024,Electrodomésticos
2127,Cámara digital,$70.38,12,20/06/2024,Electrónica
2516,Laptop,$91.36,7,20/06/2024,Electrónica
410,Adorno de pared,$109.64,3,21/06/2024,Decoración
1350,Plancha de vapor,$105.68,5,21/06/2024,Electrodomésticos
1547,Horno eléctrico,$95.83,2,21/06/2024,Electrodomésticos
1843,Microondas,$72.00,11,21/06/2024,Electrodomésticos
2290,Consola de videojuegos,$115.96,7,21/06/2024,Electrónica
267,Elementos de cerámica,$58.78,11,22/06/2024,Decoración
330,Adorno de pared,$60.02,6,22/06/2024,Decoración
966,Cortinas,$51.43,10,22/06/2024,Decoración
1196,Secadora,$32.40,3,22/06/2024,Electrodomésticos
2324,Tablet,$45.82,9,22/06/2024,Electrónica
416,Cortinas,$83.58,3,23/06/2024,Decoración
756,Cortinas,$107.29,4,23/06/2024,Decoración
834,Jarrón decorativo,$78.01,4,23/06/2024,Decoración
1084,Aspiradora,$119.83,7,23/06/2024,Electrodomésticos
1442,Microondas,$81.76,5,23/06/2024,Electrodomésticos
2192,Televisor,$104.46,12,23/06/2024,Electrónica
2461,Parlantes Bluetooth,$73.92,11,23/06/2024,Electrónica
383,Espejo decorativo,$119.48,7,24/06/2024,Decoración
578,Rincón de plantas,$36.07,9,24/06/2024,Decoración
603,Espejo decorativo,$104.42,11,24/06/2024,Decoración
1172,Microondas,$73.91,12,24/06/2024,Electrodomésticos
1291,Freidora eléctrica,$56.86,1,24/06/2024,Electrodomésticos
1833,Microondas,$42.14,2,24/06/2024,Electrodomésticos
1858,Cafetera,$30.27,4,24/06/2024,Electrodomésticos
2091,Parlantes Bluetooth,$83.60,10,24/06/2024,Electrónica
2158,SmartWatch,$89.15,1,24/06/2024,Electrónica
287,Elementos de cerámica,$47.43,2,25/06/2024,Decoración
1192,Microondas,$66.39,12,25/06/2024,Electrodomésticos
1541,Freidora eléctrica,$37.62,5,25/06/2024,Electrodomésticos
1825,Lavadora,$93.71,1,25/06/2024,Electrodomésticos
2057,Cámara digital,$109.29,10,25/06/2024,Electrónica
2254,Tablet,$110.94,6,25/06/2024,Electrónica
2328,SmartWatch,$27.13,3,25/06/2024,Electrónica
2512,Televisor,$52.92,9,25/06/2024,Electrónica
179,Lámpara de mesa,$120.58,1,26/06/2024,Decoración
489,Lámpara de mesa,$111.20,10,26/06/2024,Decoración
677,Elementos de cerámica,$93.29,9,26/06/2024,Decoración
815,Alfombra,$124.88,7,26/06/2024,Decoración
1335,Lavadora,$36.86,6,26/06/2024,Electrodomésticos
1712,Microondas,$55.83,2,26/06/2024,Electrodomésticos
1931,Freidora eléctrica,$82.90,5,26/06/2024,Electrodomésticos
2499,Proyector,$66.51,1,26/06/2024,Electrónica
2700,Consola de videojuegos,$39.68,12,26/06/2024,Electrónica
146,Cortinas,$68.55,9,27/06/2024,Decoración
283,Espejo decorativo,$89.21,2,27/06/2024,Decoración
711,Lámpara de mesa,$66.24,1,27/06/2024,Decoración
831,Lámpara de mesa,$70.23,12,27/06/2024,Decoración
1083,Microondas,$26.82,3,27/06/2024,Electrodomésticos
1549,Batidora,$106.44,6,27/06/2024,Electrodomésticos
2884,Tablet,$94.72,4,27/06/2024,Electrónica
71,Lámpara de mesa,$97.07,2,28/06/2024,Decoración
916,Cortinas,$50.83,1,28/06/2024,Decoración
1448,Cafetera,$44.00,4,28/06/2024,Electrodomésticos
1668,Cafetera,$111.39,12,28/06/2024,Electrodomésticos
2730,Consola de videojuegos,$87.79,2,28/06/2024,Electrónica
2743,Smartphone,$91.42,9,28/06/2024,Electrónica
2836,Laptop,$64.00,10,28/06/2024,Electrónica
2919,Proyector,$46.95,6,28/06/2024,Electrónica
10,Adorno de pared,$44.65,10,29/06/2024,Decoración
125,Alfombra,$92.80,2,29/06/2024,Decoración
502,Cuadro decorativo,$120.85,10,29/06/2024,Decoración
1390,Plancha de vapor,$45.61,8,29/06/2024,Electrodomésticos
1826,Secadora,$109.43,9,29/06/2024,Electrodomésticos
2008,SmartWatch,$34.81,9,29/06/2024,Electrónica
2024,Tablet,$61.79,6,29/06/2024,Electrónica
2259,Proyector,$35.94,2,29/06/2024,Electrónica
2747,Cámara digital,$106.28,7,29/06/2024,Electrónica
2932,Televisor,$66.39,5,29/06/2024,Electrónica
411,Lámpara de mesa,$52.72,4,30/06/2024,Decoración
846,Cortinas,$123.89,8,30/06/2024,Decoración
994,Jarrón decorativo,$93.88,4,30/06/2024,Decoración
1107,Horno eléctrico,$62.25,3,30/06/2024,Electrodomésticos
1927,Horno eléctrico,$70.29,12,30/06/2024,Electrodomésticos
2006,Laptop,$86.67,3,30/06/2024,Electrónica
2741,Parlantes Bluetooth,$112.71,6,30/06/2024,Electrónica
2771,Parlantes Bluetooth,$117.61,2,30/06/2024,Electrónica
363,Espejo decorativo,$119.02,1,01/07/2024,Decoración
585,Alfombra,$72.74,3,01/07/2024,Decoración
2394,Tablet,$74.88,11,01/07/2024,Electrónica
2525,Auriculares,$78.62,11,01/07/2024,Electrónica
2744,Auriculares,$70.61,1,01/07/2024,Electrónica
2787,Cámara digital,$79.77,2,01/07/2024,Electrónica
443,Espejo decorativo,$65.59,1,02/07/2024,Decoración
735,Alfombra,$47.63,5,02/07/2024,Decoración
795,Alfombra,$124.05,10,02/07/2024,Decoración
1011,Freidora eléctrica,$79.07,7,02/07/2024,Electrodomésticos
1296,Secadora,$65.21,10,02/07/2024,Electrodomésticos
1799,Batidora,$29.22,2,02/07/2024,Electrodomésticos
1998,Cafetera,$101.11,7,02/07/2024,Electrodomésticos
2343,Smartphone,$68.49,11,02/07/2024,Electrónica
2358,SmartWatch,$118.54,3,02/07/2024,Electrónica
2906,Laptop,$99.78,12,02/07/2024,Electrónica
2968,SmartWatch,$92.79,1,02/07/2024,Electrónica
352,Cuadro decorativo,$85.72,5,03/07/2024,Decoración
865,Alfombra,$80.74,6,03/07/2024,Decoración
1058,Cafetera,$52.48,6,03/07/2024,Electrodomésticos
1292,Microondas,$115.46,2,03/07/2024,Electrodomésticos
1958,Cafetera,$115.80,12,03/07/2024,Electrodomésticos
2756,Laptop,$86.43,12,03/07/2024,Electrónica
2770,Consola de videojuegos,$60.92,8,03/07/2024,Electrónica
165,Alfombra,$110.83,2,04/07/2024,Decoración
360,Adorno de pared,$67.02,9,04/07/2024,Decoración
516,Cortinas,$38.35,7,04/07/2024,Decoración
1937,Horno eléctrico,$37.32,7,04/07/2024,Electrodomésticos
1941,Freidora eléctrica,$72.66,2,04/07/2024,Electrodomésticos
2237,Cámara digital,$29.68,11,04/07/2024,Electrónica
335,Alfombra,$38.03,1,05/07/2024,Decoración
931,Lámpara de mesa,$35.86,9,05/07/2024,Decoración
979,Lámpara de mesa,$76.68,2,05/07/2024,Decoración
1072,Microondas,$93.79,1,05/07/2024,Electrodomésticos
1147,Horno eléctrico,$56.79,11,05/07/2024,Electrodomésticos
1805,Lavadora,$72.80,2,05/07/2024,Electrodomésticos
2265,Auriculares,$82.56,12,05/07/2024,Electrónica
513,Espejo decorativo,$112.70,11,06/07/2024,Decoración
716,Cortinas,$89.27,4,06/07/2024,Decoración
838,Rincón de plantas,$32.18,4,06/07/2024,Decoración
1770,Plancha de vapor,$80.83,9,06/07/2024,Electrodomésticos
1792,Microondas,$70.37,6,06/07/2024,Electrodomésticos
2861,Parlantes Bluetooth,$67.09,6,06/07/2024,Electrónica
215,Alfombra,$73.11,3,07/07/2024,Decoración
354,Jarrón decorativo,$63.61,3,07/07/2024,Decoración
569,Lámpara de mesa,$78.36,12,07/07/2024,Decoración
827,Elementos de cerámica,$97.35,5,07/07/2024,Decoración
965,Alfombra,$75.30,4,07/07/2024,Decoración
986,Cortinas,$111.39,10,07/07/2024,Decoración
1112,Microondas,$41.19,5,07/07/2024,Electrodomésticos
1355,Lavadora,$114.24,9,07/07/2024,Electrodomésticos
1903,Microondas,$101.57,8,07/07/2024,Electrodomésticos
1936,Secadora,$117.68,12,07/07/2024,Electrodomésticos
2666,Laptop,$44.22,1,07/07/2024,Electrónica
2910,Consola de videojuegos,$122.48,7,07/07/2024,Electrónica
233,Espejo decorativo,$106.52,5,08/07/2024,Decoración
796,Cortinas,$71.33,6,08/07/2024,Decoración
2889,Proyector,$32.99,7,08/07/2024,Electrónica
228,Rincón de plantas,$56.12,2,09/07/2024,Decoración
268,Rincón de plantas,$82.16,10,09/07/2024,Decoración
526,Cortinas,$38.63,12,09/07/2024,Decoración
622,Cuadro decorativo,$108.93,4,09/07/2024,Decoración
941,Lámpara de mesa,$58.97,12,09/07/2024,Decoración
1180,Plancha de vapor,$42.61,2,09/07/2024,Electrodomésticos
1675,Lavadora,$70.34,6,09/07/2024,Electrodomésticos
2239,Proyector,$35.83,5,09/07/2024,Electrónica
2293,Smartphone,$115.15,4,09/07/2024,Electrónica
2466,Laptop,$97.07,1,09/07/2024,Electrónica
2604,Auriculares,$106.41,3,09/07/2024,Electrónica
2719,Proyector,$94.86,7,09/07/2024,Electrónica
154,Jarrón decorativo,$121.50,11,10/07/2024,Decoración
790,Adorno de pared,$89.14,5,10/07/2024,Decoración
2579,Proyector,$115.50,6,10/07/2024,Electrónica
96,Cortinas,$59.90,9,11/07/2024,Decoración
307,Elementos de cerámica,$95.51,7,11/07/2024,Decoración
769,Candelabro,$113.28,2,11/07/2024,Decoración
858,Rincón de plantas,$84.64,11,11/07/2024,Decoración
1746,Secadora,$52.03,5,11/07/2024,Electrodomésticos
1884,Aspiradora,$94.69,4,11/07/2024,Electrodomésticos
1899,Batidora,$83.64,1,11/07/2024,Electrodomésticos
2053,Smartphone,$115.95,4,11/07/2024,Electrónica
2143,Smartphone,$74.56,1,11/07/2024,Electrónica
2997,SmartWatch,$47.71,3,11/07/2024,Electrónica
61,Lámpara de mesa,$86.92,11,12/07/2024,Decoración
291,Lámpara de mesa,$48.57,4,12/07/2024,Decoración
463,Espejo decorativo,$27.65,11,12/07/2024,Decoración
1306,Secadora,$69.81,6,12/07/2024,Electrodomésticos
1427,Horno eléctrico,$33.55,11,12/07/2024,Electrodomésticos
1525,Lavadora,$34.53,10,12/07/2024,Electrodomésticos
1536,Secadora,$69.11,6,12/07/2024,Electrodomésticos
55,Alfombra,$53.54,12,13/07/2024,Decoración
241,Lámpara de mesa,$62.35,3,13/07/2024,Decoración
691,Lámpara de mesa,$111.59,2,13/07/2024,Decoración
1123,Microondas,$46.62,7,13/07/2024,Electrodomésticos
1755,Lavadora,$36.52,9,13/07/2024,Electrodomésticos
1985,Lavadora,$93.30,2,13/07/2024,Electrodomésticos
1997,Horno eléctrico,$81.81,5,13/07/2024,Electrodomésticos
2425,Auriculares,$99.13,7,13/07/2024,Electrónica
2469,Proyector,$52.56,8,13/07/2024,Electrónica
2927,Cámara digital,$103.18,9,13/07/2024,Electrónica
964,Jarrón decorativo,$43.30,7,14/07/2024,Decoración
1078,Cafetera,$38.47,1,14/07/2024,Electrodomésticos
2247,Cámara digital,$28.06,7,14/07/2024,Electrónica
2495,Auriculares,$107.82,4,14/07/2024,Electrónica
2911,Parlantes Bluetooth,$63.27,2,14/07/2024,Electrónica
105,Alfombra,$43.53,9,15/07/2024,Decoración
149,Candelabro,$29.77,9,15/07/2024,Decoración
173,Espejo decorativo,$96.39,6,15/07/2024,Decoración
783,Espejo decorativo,$80.56,7,15/07/2024,Decoración
1373,Microondas,$86.33,2,15/07/2024,Electrodomésticos
1494,Aspiradora,$82.50,6,15/07/2024,Electrodomésticos
1533,Microondas,$71.18,9,15/07/2024,Electrodomésticos
1604,Aspiradora,$99.90,8,15/07/2024,Electrodomésticos
2625,Auriculares,$77.33,6,15/07/2024,Electrónica
2991,Televisor,$92.33,4,15/07/2024,Electrónica
63,Espejo decorativo,$57.27,11,16/07/2024,Decoración
200,Adorno de pared,$110.40,5,16/07/2024,Decoración
201,Lámpara de mesa,$58.19,1,16/07/2024,Decoración
298,Rincón de plantas,$29.59,12,16/07/2024,Decoración
1037,Horno eléctrico,$120.58,8,16/07/2024,Electrodomésticos
1795,Lavadora,$83.14,8,16/07/2024,Electrodomésticos
1824,Aspiradora,$44.78,12,16/07/2024,Electrodomésticos
1926,Secadora,$42.19,2,16/07/2024,Electrodomésticos
2280,Consola de videojuegos,$108.67,3,16/07/2024,Electrónica
129,Candelabro,$85.59,5,17/07/2024,Decoración
1047,Horno eléctrico,$96.67,3,17/07/2024,Electrodomésticos
1135,Lavadora,$55.01,12,17/07/2024,Electrodomésticos
1653,Microondas,$124.64,9,17/07/2024,Electrodomésticos
1862,Microondas,$51.41,6,17/07/2024,Electrodomésticos
1910,Plancha de vapor,$75.65,5,17/07/2024,Electrodomésticos
1947,Horno eléctrico,$54.93,7,17/07/2024,Electrodomésticos
2570,Consola de videojuegos,$122.81,6,17/07/2024,Electrónica
2643,Smartphone,$97.36,1,17/07/2024,Electrónica
369,Candelabro,$72.98,11,18/07/2024,Decoración
1170,Plancha de vapor,$30.39,11,18/07/2024,Electrodomésticos
1237,Horno eléctrico,$35.48,8,18/07/2024,Electrodomésticos
1614,Aspiradora,$56.92,7,18/07/2024,Electrodomésticos
1663,Microondas,$60.51,10,18/07/2024,Electrodomésticos
1714,Aspiradora,$75.51,12,18/07/2024,Electrodomésticos
2834,Auriculares,$65.34,4,18/07/2024,Electrónica
2855,Auriculares,$57.89,2,18/07/2024,Electrónica
155,Alfombra,$79.26,10,19/07/2024,Decoración
157,Elementos de cerámica,$48.72,12,19/07/2024,Decoración
2350,Consola de videojuegos,$90.18,4,19/07/2024,Electrónica
2555,Auriculares,$37.08,1,19/07/2024,Electrónica
2567,Cámara digital,$47.38,6,19/07/2024,Electrónica
2954,Auriculares,$86.93,7,19/07/2024,Electrónica
37,Elementos de cerámica,$38.64,1,20/07/2024,Decoración
87,Elementos de cerámica,$38.79,3,20/07/2024,Decoración
391,Lámpara de mesa,$56.98,2,20/07/2024,Decoración
488,Rincón de plantas,$114.92,1,20/07/2024,Decoración
1157,Horno eléctrico,$56.94,4,20/07/2024,Electrodomésticos
1333,Microondas,$95.29,8,20/07/2024,Electrodomésticos
1364,Aspiradora,$68.72,11,20/07/2024,Electrodomésticos
1909,Batidora,$124.45,5,20/07/2024,Electrodomésticos
2184,Auriculares,$31.39,2,20/07/2024,Electrónica
2326,Laptop,$52.68,11,20/07/2024,Electrónica
2484,Auriculares,$76.32,10,20/07/2024,Electrónica
2866,Laptop,$47.15,1,20/07/2024,Electrónica
77,Elementos de cerámica,$121.49,8,21/07/2024,Decoración
1195,Lavadora,$88.93,5,21/07/2024,Electrodomésticos
1402,Microondas,$80.75,9,21/07/2024,Electrodomésticos
1491,Freidora eléctrica,$48.86,1,21/07/2024,Electrodomésticos
2314,Auriculares,$68.94,9,21/07/2024,Electrónica
2362,Televisor,$58.05,11,21/07/2024,Electrónica
2596,Laptop,$52.44,4,21/07/2024,Electrónica
121,Lámpara de mesa,$60.27,9,22/07/2024,Decoración
258,Rincón de plantas,$52.21,9,22/07/2024,Decoración
870,Adorno de pared,$85.11,4,22/07/2024,Decoración
1249,Batidora,$79.15,10,22/07/2024,Electrodomésticos
2799,Proyector,$97.23,8,22/07/2024,Electrónica
12,Cuadro decorativo,$59.33,1,23/07/2024,Decoración
602,Cuadro decorativo,$76.58,11,23/07/2024,Decoración
1444,Aspiradora,$118.58,2,23/07/2024,Electrodomésticos
1847,Horno eléctrico,$113.06,6,23/07/2024,Electrodomésticos
2221,Parlantes Bluetooth,$64.92,2,23/07/2024,Electrónica
2397,Cámara digital,$56.77,4,23/07/2024,Electrónica
2524,Auriculares,$74.77,7,23/07/2024,Electrónica
554,Jarrón decorativo,$97.67,7,24/07/2024,Decoración
1016,Secadora,$28.80,12,24/07/2024,Electrodomésticos
1397,Horno eléctrico,$63.21,2,24/07/2024,Electrodomésticos
1575,Lavadora,$47.70,9,24/07/2024,Electrodomésticos
1745,Lavadora,$92.94,8,24/07/2024,Electrodomésticos
1816,Secadora,$47.25,4,24/07/2024,Electrodomésticos
2023,Smartphone,$105.76,12,24/07/2024,Electrónica
2070,Consola de videojuegos,$39.85,6,24/07/2024,Electrónica
2593,Smartphone,$123.47,7,24/07/2024,Electrónica
32,Cuadro decorativo,$26.37,6,25/07/2024,Decoración
309,Candelabro,$77.84,8,25/07/2024,Decoración
321,Lámpara de mesa,$54.66,7,25/07/2024,Decoración
473,Espejo decorativo,$83.21,1,25/07/2024,Decoración
1220,Plancha de vapor,$74.88,1,25/07/2024,Electrodomésticos
1231,Freidora eléctrica,$98.69,3,25/07/2024,Electrodomésticos
1279,Batidora,$42.67,10,25/07/2024,Electrodomésticos
2709,Proyector,$108.23,6,25/07/2024,Electrónica
2891,Parlantes Bluetooth,$31.28,12,25/07/2024,Electrónica
3000,Parlantes Bluetooth,$78.55,11,25/07/2024,Electrónica
1242,Microondas,$70.09,9,26/07/2024,Electrodomésticos
2301,Parlantes Bluetooth,$61.21,9,26/07/2024,Electrónica
2390,Consola de videojuegos,$108.30,4,26/07/2024,Electrónica
2561,Parlantes Bluetooth,$28.91,1,26/07/2024,Electrónica
2712,Televisor,$57.13,8,26/07/2024,Electrónica
2857,Cámara digital,$102.70,10,26/07/2024,Electrónica
2901,Parlantes Bluetooth,$93.37,10,26/07/2024,Electrónica
290,Adorno de pared,$100.50,12,27/07/2024,Decoración
1827,Horno eléctrico,$97.56,9,27/07/2024,Electrodomésticos
1829,Batidora,$96.16,1,27/07/2024,Electrodomésticos
2045,Auriculares,$94.17,5,27/07/2024,Electrónica
2518,SmartWatch,$114.56,3,27/07/2024,Electrónica
2853,Smartphone,$69.68,1,27/07/2024,Electrónica
631,Lámpara de mesa,$111.73,5,28/07/2024,Decoración
1213,Microondas,$57.17,5,28/07/2024,Electrodomésticos
1506,Secadora,$98.85,11,28/07/2024,Electrodomésticos
1561,Freidora eléctrica,$88.22,12,28/07/2024,Electrodomésticos
1811,Freidora eléctrica,$50.06,3,28/07/2024,Electrodomésticos
2159,Proyector,$38.48,6,28/07/2024,Electrónica
2491,Parlantes Bluetooth,$123.50,9,28/07/2024,Electrónica
2786,Laptop,$123.95,11,28/07/2024,Electrónica
571,Lámpara de mesa,$82.77,9,29/07/2024,Decoración
845,Alfombra,$46.70,3,29/07/2024,Decoración
1375,Lavadora,$78.13,5,29/07/2024,Electrodomésticos
1413,Microondas,$39.87,11,29/07/2024,Electrodomésticos
1505,Lavadora,$78.11,12,29/07/2024,Electrodomésticos
1915,Lavadora,$106.83,12,29/07/2024,Electrodomésticos
791,Lámpara de mesa,$32.02,6,30/07/2024,Decoración
826,Cortinas,$61.22,1,30/07/2024,Decoración
1317,Horno eléctrico,$62.18,1,30/07/2024,Electrodomésticos
1723,Microondas,$103.60,9,30/07/2024,Electrodomésticos
